user_id,item_id,rating,timestamp,sentiment_score,nli_raw_gameplay,nli_raw_story,nli_raw_graphics,nli_ctr_gameplay,nli_ctr_story,nli_ctr_graphics
A12G8WFVFU2RGO,B000P46NMK,5.0,1355270400,0.999,0.3717,0.3362,0.7765,0.1015,-0.0415,0.1374
A12G8WFVFU2RGO,B0013RATNM,5.0,1355270400,0.9998,0.5834,0.2813,0.7414,0.3488,-0.3535,-0.1247
A12G8WFVFU2RGO,B0013RATNM,5.0,1355270400,0.9998,0.5834,0.2813,0.7414,0.3488,-0.3535,-0.1247
A12G8WFVFU2RGO,B004PAGJOC,3.0,1355270400,-0.9978,0.3048,0.0743,0.1842,0.1486,-0.1126,0.0235
A12G8WFVFU2RGO,B0050SYV70,4.0,1355270400,0.9916,0.6186,0.5994,0.9013,0.1895,0.02,0.1293
A12G8WFVFU2RGO,B0050SYX8W,5.0,1355270400,0.9998,0.5718,0.4578,0.7179,0.0997,-0.1047,0.035
A12G8WFVFU2RGO,B007WQOIGW,5.0,1355356800,,0.371,0.5957,0.7707,0.0292,0.2228,-0.0182
A12G8WFVFU2RGO,B004NRN5DU,5.0,1364169600,,0.1725,0.8191,0.0962,0.0594,0.4261,0.1174
A12GIOKE26ZFKJ,B0009VXBAQ,5.0,1390521600,0.9998,0.6096,0.4389,0.1241,0.3332,0.0266,-0.0755
A12GIOKE26ZFKJ,B000ERVMI8,5.0,1390867200,0.9999,0.7618,0.6804,0.6566,0.2032,-0.1027,0.0487
A12GIOKE26ZFKJ,B0053BCO00,5.0,1390867200,0.9997,0.7282,0.1722,0.8788,0.6463,-0.1764,0.399
A12GIOKE26ZFKJ,B00113T0VA,5.0,1391558400,0.9998,0.6154,0.5195,0.1021,0.4507,0.1663,0.0131
A12GIOKE26ZFKJ,B00113T0VA,5.0,1391558400,0.9998,0.6154,0.5195,0.1021,0.4507,0.1663,0.0131
A12GIOKE26ZFKJ,B0017Q4DGI,5.0,1391558400,0.9998,0.7649,0.7262,,0.5534,-0.1199,
A12GIOKE26ZFKJ,B0017Q4DGI,5.0,1391558400,0.9998,0.7649,0.7262,,0.5534,-0.1199,
A12GIOKE26ZFKJ,B00064MUIA,5.0,1392508800,0.9995,0.5695,0.4561,0.1537,0.3794,-0.0809,-0.0172
A12GIOKE26ZFKJ,B00I5LMSE2,5.0,1402704000,0.9996,0.7284,0.0254,0.8881,0.4746,0.0409,-0.0529
A12GIOKE26ZFKJ,B0006B0O9U,5.0,1405209600,0.9999,0.2048,0.3463,0.4948,0.1056,0.131,0.0127
A12GIOKE26ZFKJ,B0017ZDGWG,5.0,1465862400,0.9997,0.1223,0.0044,0.8533,0.0731,-0.0409,0.5669
A12GIOKE26ZFKJ,B0017ZDGWG,5.0,1465862400,,0.1223,0.0044,0.8533,0.0731,-0.0409,0.5669
A12GIOKE26ZFKJ,B017L186MY,5.0,1514592000,,0.7171,-0.2298,0.044,0.6197,-0.4733,-0.4226
A12OBBN6C40GHM,B000FQ9QVI,5.0,1415318400,0.9999,0.7171,0.4167,0.839,0.361,-0.101,-0.0085
A12OBBN6C40GHM,B000FRU1UM,5.0,1415318400,0.9999,0.4796,0.4725,0.5411,0.1169,0.0183,-0.0424
A12OBBN6C40GHM,B000IMWK2G,5.0,1415318400,0.9999,0.9255,0.8986,,0.5365,-0.035,
A12OBBN6C40GHM,B000IMYKQ0,5.0,1415318400,0.9999,0.8703,0.7753,,0.7404,0.6238,
A12OBBN6C40GHM,B000XJNTNS,5.0,1415318400,0.9999,0.6134,0.6406,0.7329,0.3606,-0.0773,-0.1253
A12OBBN6C40GHM,B000XJNTNS,5.0,1415318400,0.9999,0.6134,0.6406,0.7329,0.3606,-0.0773,-0.1253
A12OBBN6C40GHM,B0017HPE7E,5.0,1415318400,0.9999,0.4959,-0.0171,0.818,0.3517,0.0201,-0.0364
A12OBBN6C40GHM,B0017HPE7E,5.0,1415318400,0.9999,0.4959,-0.0171,0.818,0.3517,0.0201,-0.0364
A12OBBN6C40GHM,B001ASJISG,5.0,1415318400,,0.2835,0.393,0.8225,-0.0271,0.1005,0.1768
A12OBBN6C40GHM,B001TOQ8NO,5.0,1415318400,,0.2897,-0.1125,,0.1947,-0.2075,
A13O1YCZCYT76I,B0009I6S0O,5.0,1308528000,0.9995,0.361,0.5998,0.6245,0.0386,0.1249,0.0833
A13O1YCZCYT76I,B000R0SS3Y,3.0,1309305600,0.9919,-0.4734,-0.4997,-0.8667,-0.0045,0.0219,0.0649
A13O1YCZCYT76I,B002BRZ9G0,5.0,1309392000,-0.9908,0.4521,0.7798,0.5414,0.3106,-0.0649,-0.2177
A13O1YCZCYT76I,B000TG72PG,4.0,1309824000,-0.6242,0.765,0.3542,0.1567,0.5097,0.1231,-0.2559
A13O1YCZCYT76I,B000KLNLV4,4.0,1309910400,0.9834,0.582,-0.0014,0.7711,0.2868,-0.3463,0.1322
A13O1YCZCYT76I,B00269DXCK,5.0,1309910400,-0.9996,0.7652,0.9247,0.8492,0.0307,0.1133,-0.088
A13O1YCZCYT76I,B0009S4UOA,5.0,1309996800,0.9978,0.6051,0.6527,0.8831,0.2837,0.0427,-0.021
A13O1YCZCYT76I,B000UU3SVI,5.0,1311120000,-0.9987,0.5891,0.505,0.7477,0.1444,-0.0401,-0.0281
A13O1YCZCYT76I,B000RHZ9JI,3.0,1316044800,0.9953,0.6254,0.0536,0.8327,0.3973,-0.3143,0.0306
A13O1YCZCYT76I,B000WQWPOQ,4.0,1319500800,-0.9994,0.4993,0.2182,0.4362,0.0688,-0.1891,-0.0772
A13O1YCZCYT76I,B000WQWPOQ,4.0,1319500800,-0.9994,0.4993,0.2182,0.4362,0.0688,-0.1891,-0.0772
A13O1YCZCYT76I,B000HCQK0A,3.0,1325548800,0.9869,0.5578,0.1945,0.5728,0.2967,-0.177,-0.0342
A13O1YCZCYT76I,B000X1PE16,5.0,1328745600,0.999,0.7058,0.5878,0.8443,0.2275,-0.0434,0.0957
A13O1YCZCYT76I,B000X1PE16,5.0,1328745600,0.999,0.7058,0.5878,0.8443,0.2275,-0.0434,0.0957
A13O1YCZCYT76I,B0016BVYA2,5.0,1330646400,-0.992,0.6262,0.6774,0.8603,0.2235,0.2165,-0.0308
A13O1YCZCYT76I,B0016BVYA2,5.0,1330646400,-0.992,0.6262,0.6774,0.8603,0.2235,0.2165,-0.0308
A13O1YCZCYT76I,B001E8VB3C,5.0,1341446400,0.9977,0.8485,0.7684,0.8576,0.288,-0.0433,-0.0592
A13O1YCZCYT76I,B000XJS00K,3.0,1344211200,,-0.066,-0.1053,0.807,-0.0856,-0.1319,0.2866
A13O1YCZCYT76I,B000XJS00K,3.0,1344211200,,-0.066,-0.1053,0.807,-0.0856,-0.1319,0.2866
A147OO5JNYPPND,B000FQ2D5E,5.0,1219708800,0.9996,0.6848,0.7814,0.8529,0.1843,0.1005,-0.0498
A147OO5JNYPPND,B0012N94WO,3.0,1238976000,0.9963,0.2635,0.1863,0.805,0.0994,-0.0319,0.2594
A147OO5JNYPPND,B0012N94WO,3.0,1238976000,0.9963,0.2635,0.1863,0.805,0.0994,-0.0319,0.2594
A147OO5JNYPPND,B000X1TC0U,5.0,1239062400,0.9997,0.7166,0.7571,0.8494,0.222,0.0054,-0.0129
A147OO5JNYPPND,B000X1TC0U,5.0,1239062400,0.9997,0.7166,0.7571,0.8494,0.222,0.0054,-0.0129
A147OO5JNYPPND,B001NIP3EG,5.0,1265760000,-0.8617,0.8273,0.7648,0.7535,0.3495,0.0576,-0.1515
A147OO5JNYPPND,B002CZ38KA,5.0,1268179200,-0.8939,0.4621,0.6697,0.8053,-0.0319,0.1219,0.0636
A147OO5JNYPPND,B0028IBTLG,3.0,1296691200,-0.9982,-0.0835,0.0149,0.2901,0.0413,0.2021,-0.0092
A147OO5JNYPPND,B00309XHD0,5.0,1299024000,0.9998,0.8536,0.7348,0.8827,0.2946,0.0141,0.0381
A147OO5JNYPPND,B0053OLY9O,5.0,1322438400,0.9648,0.8707,0.8327,,0.2008,0.3542,
A147OO5JNYPPND,B0050SWUTQ,5.0,1360195200,0.9998,0.3283,0.0643,0.8262,0.2143,-0.0754,0.1441
A147OO5JNYPPND,B00D4WTO1M,2.0,1385424000,-0.9991,0.0229,0.0642,0.3798,0.0444,0.07,0.1148
A147OO5JNYPPND,B00DBLBMBQ,3.0,1425945600,0.8863,0.3179,0.5591,0.827,-0.0558,0.1014,0.1502
A147OO5JNYPPND,B00DEL3IIS,2.0,1458000000,-0.9989,0.364,0.081,0.3215,0.2774,-0.0271,-0.0041
A147OO5JNYPPND,B00GODZYNA,5.0,1464134400,,0.6994,0.7051,0.7731,0.1579,0.1296,0.0598
A147OO5JNYPPND,B00ZQC73O8,5.0,1490745600,,0.8275,0.7879,0.8298,0.1953,0.0416,0.0344
A149ULJYQZUF4L,B009AGXH64,5.0,1388620800,0.9998,0.5472,0.3248,0.6082,0.275,-0.0661,-0.0445
A149ULJYQZUF4L,B00DC7G0GG,5.0,1389312000,0.9998,0.7288,0.8822,0.8371,0.4404,-0.0605,-0.0633
A149ULJYQZUF4L,B00G0OYHCW,5.0,1389312000,0.9919,0.9107,0.645,0.8151,0.3954,0.0724,-0.0627
A149ULJYQZUF4L,B0094X227I,5.0,1389916800,0.999,0.8801,0.7925,,0.7545,0.5413,
A149ULJYQZUF4L,B00MUY0OFU,5.0,1389916800,-0.8555,0.523,0.4822,,0.4082,0.2143,
A149ULJYQZUF4L,B00CMQTU74,1.0,1390176000,-0.9983,0.2025,0.5246,0.6081,-0.0722,0.0941,0.206
A149ULJYQZUF4L,B00CMQTUSS,1.0,1390176000,-0.9988,0.4988,0.4041,0.7941,0.2018,0.1666,-0.0722
A149ULJYQZUF4L,B00CMQTVUA,1.0,1390176000,-0.9969,0.5772,0.2726,0.6015,0.0996,-0.1381,-0.1341
A149ULJYQZUF4L,B00CX6XKK6,1.0,1390176000,-0.9981,-0.1481,0.3603,-0.0111,-0.2286,0.3207,0.0084
A149ULJYQZUF4L,B00FM5IY0Q,1.0,1390176000,0.9907,0.7821,0.4934,0.5851,0.416,-0.1049,-0.1053
A149ULJYQZUF4L,B00BMFIXOW,1.0,1391731200,-0.9987,0.6172,0.4549,0.7904,0.1999,-0.0806,0.0006
A149ULJYQZUF4L,B00C71034I,1.0,1391731200,-0.9896,0.1557,0.1179,0.8447,0.0275,-0.0195,0.2486
A149ULJYQZUF4L,B00D41GCVS,5.0,1392854400,0.9941,0.3313,-0.9697,0.8841,0.2104,-0.4836,-0.0043
A149ULJYQZUF4L,B000VJRU44,5.0,1393459200,-0.9974,0.7003,0.5836,0.1969,0.2073,0.0536,0.3798
A149ULJYQZUF4L,B000VJRU44,5.0,1393459200,-0.9974,0.7003,0.5836,0.1969,0.2073,0.0536,0.3798
A149ULJYQZUF4L,B001TOQ8NO,5.0,1393459200,0.9991,0.2897,-0.1125,,0.1947,-0.2075,
A149ULJYQZUF4L,B00DC7O77A,5.0,1393459200,,0.6507,0.452,0.5906,0.4451,0.252,0.0917
A149ULJYQZUF4L,B00DUARBTA,1.0,1393459200,,0.4055,0.558,0.8692,0.1124,0.1608,0.1483
A14WV4ECH494RC,B0000657SP,5.0,1019952000,-0.9861,0.3976,0.2208,0.608,0.1233,-0.0155,0.3134
A14WV4ECH494RC,B00000JRSB,4.0,1489276800,0.9999,0.6525,0.648,0.5204,0.0589,0.0955,-0.0144
A14WV4ECH494RC,B0000296O5,5.0,1489276800,0.9999,0.1368,0.2187,0.4685,0.0768,0.1521,0.051
A14WV4ECH494RC,B00005QEFD,5.0,1489276800,-0.9998,0.9336,0.7386,0.8204,0.3467,0.1215,0.2417
A14WV4ECH494RC,B00005TNI6,5.0,1489276800,0.9998,0.6551,0.4844,0.7188,0.1882,-0.0181,0.0451
A14WV4ECH494RC,B00006LELI,4.0,1489276800,-0.9998,0.6165,0.6182,0.8205,0.053,-0.0533,0.0596
A14WV4ECH494RC,B0009A4EV2,5.0,1489276800,0.9999,0.8247,0.5564,0.8671,0.3176,-0.0317,-0.048
A14WV4ECH494RC,B0009A4EVM,3.0,1489276800,0.9968,0.4502,0.5135,0.7664,0.0659,0.0604,-0.1095
A14WV4ECH494RC,B005FYJA52,5.0,1489276800,0.9999,0.8309,0.8692,0.8335,0.2967,0.0801,-0.0659
A14WV4ECH494RC,B00946FSIA,3.0,1489276800,0.999,0.1015,0.2992,-0.8471,0.0368,0.2216,0.0967
A14WV4ECH494RC,B0094X2066,5.0,1489276800,0.9999,0.9379,-0.5605,,0.9379,-0.5605,
A14WV4ECH494RC,B00BGA9WK2,5.0,1489276800,0.9998,0.4776,0.1486,0.7866,0.1592,0.0423,-0.0585
A14WV4ECH494RC,B00BGA9X9W,5.0,1489276800,0.9998,0.7651,0.7162,,0.7651,0.7162,
A14WV4ECH494RC,B00BGAA3S2,3.0,1489276800,0.9993,0.4025,0.704,-0.4453,0.1417,0.519,-0.6551
A14WV4ECH494RC,B00DC7G2W8,5.0,1489276800,0.9998,0.7276,0.7787,0.8678,0.3216,0.0628,-0.0287
A14WV4ECH494RC,B00DHF3BZQ,2.0,1489276800,-0.9997,0.1072,0.0624,0.0941,0.0027,-0.0304,0.0852
A14WV4ECH494RC,B00F27JGVA,4.0,1489276800,-0.9864,,0.4716,,,0.4716,
A14WV4ECH494RC,B00GZ1GUSY,5.0,1489276800,0.9999,0.7189,0.5015,0.7067,0.3771,-0.0271,0.0737
A14WV4ECH494RC,B00I19TYW2,2.0,1489276800,-0.9913,0.3576,0.5177,0.7697,-0.0022,0.0219,0.0892
A14WV4ECH494RC,B00K848IH0,3.0,1489276800,-0.9997,0.7992,0.8135,0.3192,0.5103,0.0158,-0.1867
A14WV4ECH494RC,B00KI2OZ9M,3.0,1489276800,-0.9997,0.7967,0.5925,0.8085,0.3932,0.0687,0.0466
A14WV4ECH494RC,B00KVSQ848,4.0,1489276800,0.9999,0.6842,0.6465,0.9106,0.3111,0.0248,0.0474
A14WV4ECH494RC,B00MUY0OFU,5.0,1489276800,0.9999,0.523,0.4822,,0.4082,0.2143,
A14WV4ECH494RC,B00MVUKM0A,5.0,1489276800,-0.6954,0.5205,0.7567,0.7257,0.2414,0.6083,-0.0761
A14WV4ECH494RC,B00PB9LZQI,5.0,1489276800,,0.9068,0.8342,0.8698,0.5123,-0.0631,-0.0387
A14WV4ECH494RC,B001E27DLM,5.0,1489622400,,0.9208,0.9172,0.7833,0.5179,0.4345,0.3386
A151JSJYHTN4T2,B00M049CG2,5.0,1380153600,0.9998,0.6368,0.5122,0.7823,0.2435,0.0402,0.0555
A151JSJYHTN4T2,B00EFFVZP0,3.0,1422057600,-0.9959,0.0554,0.5493,0.2123,-0.105,0.2607,0.1334
A151JSJYHTN4T2,B00D2ZK1IG,4.0,1438732800,0.9999,0.2855,0.1921,0.5937,0.1905,0.0274,0.3492
A151JSJYHTN4T2,B00DHF3BZQ,4.0,1438732800,0.9998,0.1072,0.0624,0.0941,0.0027,-0.0304,0.0852
A151JSJYHTN4T2,B00J48MUS4,1.0,1438732800,-0.9997,-0.1819,-0.1971,0.4709,-0.0848,0.06,0.2615
A151JSJYHTN4T2,B00KAED850,4.0,1438732800,-0.9812,0.5552,0.2111,0.6662,0.2338,-0.0671,0.0194
A151JSJYHTN4T2,B00VU4J13W,3.0,1457136000,0.9987,-0.1297,-0.4622,0.3412,-0.0008,-0.131,0.0049
A151JSJYHTN4T2,B00DHF39HQ,4.0,1465430400,-0.9513,0.0536,0.4217,0.9519,-0.0884,-0.0396,-0.0223
A151JSJYHTN4T2,B00YQ2KCWO,4.0,1465430400,-0.9988,0.3586,0.1917,0.3292,0.2122,-0.0149,0.1222
A151JSJYHTN4T2,B007BJNR6C,4.0,1478131200,0.9694,0.2539,0.2446,0.7248,0.1819,0.2357,-0.1551
A151JSJYHTN4T2,B00BMFIXOW,5.0,1478131200,0.9999,0.6172,0.4549,0.7904,0.1999,-0.0806,0.0006
A151JSJYHTN4T2,B00KVSQ848,5.0,1480982400,0.9999,0.6842,0.6465,0.9106,0.3111,0.0248,0.0474
A151JSJYHTN4T2,B00GODZYNA,5.0,1486080000,0.9997,0.6994,0.7051,0.7731,0.1579,0.1296,0.0598
A151JSJYHTN4T2,B00KWJ4JW4,3.0,1486080000,-0.8922,0.3472,0.0545,-0.8038,0.1552,-0.1873,-0.3087
A151JSJYHTN4T2,B013HMN66M,4.0,1489276800,0.9411,0.7749,0.5757,0.7365,0.2296,-0.0624,0.0824
A151JSJYHTN4T2,B01GW3NY5Q,4.0,1493856000,0.9998,-0.0378,-0.5316,-0.0996,0.1499,-0.2688,0.5112
A151JSJYHTN4T2,B013H0IRO0,5.0,1501804800,0.997,0.3655,0.5433,0.4148,0.0075,0.2217,-0.2517
A151JSJYHTN4T2,B017S3OPZM,5.0,1501804800,0.9999,0.3027,-0.6141,0.7722,0.3875,0.0387,-0.1095
A151JSJYHTN4T2,B01GKHJP98,4.0,1501804800,0.9009,0.1997,0.3038,0.9367,0.2082,0.3209,-0.04
A151JSJYHTN4T2,B01F9HMO2K,5.0,1505433600,,0.6224,0.5117,0.0411,0.2966,0.0773,0.003
A151JSJYHTN4T2,B0050SW8OS,2.0,1525824000,,0.7648,0.6781,0.7846,0.1798,0.0398,0.0465
A15919HA9NL8LM,B002I0H79C,3.0,1416268800,-0.9963,0.6887,0.4695,0.8133,0.2479,-0.0211,0.0569
A15919HA9NL8LM,B003ZSP0WW,5.0,1416268800,0.9999,0.9052,0.6791,,0.1745,0.1311,
A15919HA9NL8LM,B00503E8S2,4.0,1416268800,0.9259,0.1344,0.0976,0.0855,0.1016,-0.0254,0.2038
A15919HA9NL8LM,B0050SX7BQ,5.0,1416268800,0.9999,0.2472,0.4458,0.8462,-0.1084,0.0111,0.1463
A15919HA9NL8LM,B005VBVQDI,5.0,1416268800,0.9999,0.3503,0.7858,,0.0839,0.253,
A15919HA9NL8LM,B00946FSIA,5.0,1416268800,0.9999,0.1015,0.2992,-0.8471,0.0368,0.2216,0.0967
A15919HA9NL8LM,B00BGA9YZK,5.0,1416268800,0.9999,0.2422,0.1615,0.7878,0.1002,-0.0202,0.116
A15919HA9NL8LM,B00BGAA29M,5.0,1416268800,0.9999,0.5703,0.2348,0.59,0.3498,-0.2051,0.1661
A15919HA9NL8LM,B00BGAA3S2,4.0,1416268800,0.9997,0.4025,0.704,-0.4453,0.1417,0.519,-0.6551
A15919HA9NL8LM,B00C27SCC2,5.0,1416268800,0.9999,0.1152,-0.1104,0.6625,0.075,-0.1616,0.0584
A15919HA9NL8LM,B00C71034I,5.0,1416268800,0.9999,0.1557,0.1179,0.8447,0.0275,-0.0195,0.2486
A15919HA9NL8LM,B00CMQTUSS,5.0,1416268800,0.9999,0.4988,0.4041,0.7941,0.2018,0.1666,-0.0722
A15919HA9NL8LM,B00DC7G1WE,5.0,1416268800,0.9999,0.9672,0.3579,0.8374,0.5722,-0.3046,-0.0717
A15919HA9NL8LM,B00DUARBTA,5.0,1416268800,,0.4055,0.558,0.8692,0.1124,0.1608,0.1483
A15919HA9NL8LM,B00YQM1PNY,5.0,1473120000,,0.5516,0.7148,0.8733,0.1459,0.0529,-0.053
A15JPYV0L19RF,B000FQBF1M,5.0,1311552000,0.9995,0.4655,0.5483,0.7927,0.0634,-0.0118,0.1462
A15JPYV0L19RF,B000JLIXIG,5.0,1311552000,0.9997,0.7263,0.7132,0.6911,0.1807,0.0403,-0.0635
A15JPYV0L19RF,B000X1TC0U,5.0,1311552000,0.9999,0.7166,0.7571,0.8494,0.222,0.0054,-0.0129
A15JPYV0L19RF,B000X1TC0U,5.0,1311552000,0.9999,0.7166,0.7571,0.8494,0.222,0.0054,-0.0129
A15JPYV0L19RF,B0012N3T3Y,5.0,1311552000,-0.7136,0.6113,0.5086,0.5451,0.2967,0.0104,-0.0465
A15JPYV0L19RF,B0012N3T3Y,5.0,1311552000,-0.7136,0.6113,0.5086,0.5451,0.2967,0.0104,-0.0465
A15JPYV0L19RF,B0016C3260,5.0,1311552000,0.9991,0.7795,0.5264,0.7897,0.3707,-0.0803,0.0261
A15JPYV0L19RF,B0016C3260,5.0,1311552000,0.9991,0.7795,0.5264,0.7897,0.3707,-0.0803,0.0261
A15JPYV0L19RF,B001PKHRUK,5.0,1311552000,0.9973,0.7723,0.4434,0.8896,0.5327,-0.0837,0.0236
A15JPYV0L19RF,B002AB7TX8,5.0,1311552000,0.9988,0.4234,0.512,0.6994,0.1812,0.0595,0.0428
A15JPYV0L19RF,B003PHLT8W,5.0,1311552000,0.9999,0.87,0.0625,0.8255,0.5265,-0.3792,-0.0393
A15JPYV0L19RF,B003R7H5TC,5.0,1323043200,0.9984,0.5553,0.7749,0.8079,0.1249,0.0213,0.102
A15JPYV0L19RF,B0016GC9D8,5.0,1325808000,0.9928,0.0855,0.937,0.744,-0.3547,0.2888,-0.1034
A15JPYV0L19RF,B0016GC9D8,5.0,1325808000,0.9928,0.0855,0.937,0.744,-0.3547,0.2888,-0.1034
A15JPYV0L19RF,B0053B7ICO,5.0,1330387200,0.9654,0.6691,0.0695,0.9653,0.5389,-0.4164,-0.0153
A15JPYV0L19RF,B017TFOZOA,5.0,1331769600,0.9998,0.7712,0.7935,0.7966,0.1895,-0.0022,0.0051
A15JPYV0L19RF,B0053OLY9O,5.0,1334016000,-0.9866,0.8707,0.8327,,0.2008,0.3542,
A15JPYV0L19RF,B002BRZ6UE,5.0,1334620800,0.9998,0.6614,0.3862,0.6998,0.3315,-0.0928,0.25
A15JPYV0L19RF,B00432O50W,5.0,1337558400,0.9992,0.7174,0.5998,,0.2852,0.0595,
A15JPYV0L19RF,B000P46NMA,5.0,1340150400,0.7501,0.2227,0.4684,0.786,0.0188,0.2102,0.0955
A15JPYV0L19RF,B00104KJ4C,5.0,1341792000,0.9999,0.9668,0.8556,-0.512,0.5877,0.2869,-0.9278
A15JPYV0L19RF,B00104KJ4C,5.0,1341792000,0.9999,0.9668,0.8556,-0.512,0.5877,0.2869,-0.9278
A15JPYV0L19RF,B00GGUQDLS,5.0,1342483200,0.9998,0.8364,0.4519,0.8765,0.4344,-0.224,-0.0562
A15JPYV0L19RF,B00309XHD0,5.0,1342569600,0.9998,0.8536,0.7348,0.8827,0.2946,0.0141,0.0381
A15JPYV0L19RF,B004UDB9SA,5.0,1343692800,0.9907,0.2906,0.1641,0.4936,0.2589,0.164,-0.0616
A15JPYV0L19RF,B001B1W3GG,5.0,1344988800,0.9991,0.6492,0.6585,0.7402,0.2999,0.1444,-0.0046
A15JPYV0L19RF,B003O6E67A,5.0,1346112000,0.9997,0.7199,0.5593,0.5769,0.2532,-0.0261,-0.0747
A15JPYV0L19RF,B004EW948E,5.0,1347580800,0.9998,0.93,0.9256,0.7695,0.16,0.2239,-0.1088
A15JPYV0L19RF,B00163LW7K,5.0,1348358400,0.9992,0.7766,0.1452,0.4522,0.3848,-0.1587,0.0415
A15JPYV0L19RF,B00163LW7K,5.0,1348358400,0.9992,0.7766,0.1452,0.4522,0.3848,-0.1587,0.0415
A15JPYV0L19RF,B0030F1DOO,5.0,1352592000,0.9963,0.3617,0.0933,0.7565,0.1459,-0.1421,-0.1226
A15JPYV0L19RF,B001CRM3YQ,4.0,1359590400,0.9422,0.1471,0.6659,0.4192,-0.1341,0.0719,-0.003
A15JPYV0L19RF,B001NIP3EG,5.0,1359849600,0.9998,0.8273,0.7648,0.7535,0.3495,0.0576,-0.1515
A15JPYV0L19RF,B005185SDA,5.0,1360281600,0.9997,0.3268,-0.1462,0.8438,0.2679,-0.1229,-0.0123
A15JPYV0L19RF,B000ZK7ZK8,5.0,1360886400,0.9998,0.6445,0.661,0.6067,0.0781,0.082,0.0487
A15JPYV0L19RF,B000ZK7ZK8,5.0,1360886400,0.9998,0.6445,0.661,0.6067,0.0781,0.082,0.0487
A15JPYV0L19RF,B000OLXX86,5.0,1362528000,0.9997,0.4278,0.7803,0.6763,-0.1227,0.1771,-0.0669
A15JPYV0L19RF,B006GHA8EE,5.0,1366416000,0.9999,0.564,0.4763,0.4946,0.0607,0.0261,-0.185
A15JPYV0L19RF,B001UWGCW2,5.0,1372636800,0.9998,0.6413,0.7022,0.5202,0.2595,0.122,-0.2473
A15JPYV0L19RF,B000R39GPA,4.0,1374192000,0.9999,0.284,0.7972,0.8492,-0.0253,0.2424,0.1322
A15JPYV0L19RF,B000ZJVDA2,5.0,1376784000,0.9999,0.3884,0.3699,0.3299,0.1339,0.0975,0.2411
A15JPYV0L19RF,B000ZJVDA2,5.0,1376784000,0.9999,0.3884,0.3699,0.3299,0.1339,0.0975,0.2411
A15JPYV0L19RF,B005THAX6K,2.0,1401321600,-0.9847,-0.2024,0.3752,0.2589,-0.1813,0.3855,0.0154
A15JPYV0L19RF,B000FRU0NU,5.0,1401926400,0.997,0.5926,0.5559,0.6166,0.184,-0.0042,0.0276
A15JPYV0L19RF,B0014UGK8G,5.0,1402531200,0.9993,0.5544,0.2989,0.8618,0.2984,-0.035,-0.0688
A15JPYV0L19RF,B0014UGK8G,5.0,1402531200,0.9993,0.5544,0.2989,0.8618,0.2984,-0.035,-0.0688
A15JPYV0L19RF,B00BGA9YZK,1.0,1407542400,-0.9998,0.2422,0.1615,0.7878,0.1002,-0.0202,0.116
A15JPYV0L19RF,B001AWBYNE,5.0,1417132800,0.9998,0.5606,0.685,0.9092,0.203,0.0189,0.0031
